0.00,0.00,592.81,314.90,-45.00,15.00,591.37,315.37,-44.99,29.96,589.90,316.35,-45.06,15.12,588.46,316.83,-44.71,29.93,587.01,317.80,-46.37,14.09,585.51,318.25,-30.36,53.40,584.54,319.95,-43.87,61.80,583.12,321.95,-31.18,60.61,582.12,323.90,-45.63,55.11,580.65,325.67,-10.35,90.05,580.29,328.57,-17.09,38.64,579.77,329.85,-33.77,17.95,578.67,330.41,-27.77,34.39,577.78,331.53,-34.82,24.63,576.65,332.32,-8.81,51.08,576.35,333.94,-20.43,40.57,575.73,335.28,-45.69,9.06,574.24,335.57,-18.26,18.08,573.64,336.15,-23.29,9.07,572.91,336.45,-18.84,36.40,572.27,337.58,-6.49,42.75,572.09,339.01,-30.36,5.97,571.10,339.17,-11.38,46.74,570.73,340.69,-19.30,30.97,570.12,341.67,-28.89,43.71,569.18,343.09,-12.90,31.05,568.76,344.08,-17.30,44.28,568.22,345.52,-29.52,30.43,567.26,346.49,-14.54,44.78,566.79,347.94,-14.67,30.10,566.31,348.90,-15.00,45.00
0.00,0.00,580.29,328.57,-17.09,38.64,579.77,329.85,-33.77,17.95,578.67,330.41,-27.77,34.39,577.78,331.53,-34.82,24.63,576.65,332.32,-8.81,51.08,576.35,333.94,-20.43,40.57,575.73,335.28,-45.69,9.06,574.24,335.57,-18.26,18.08,573.64,336.15,-23.29,9.07,572.91,336.45,-18.84,36.40,572.27,337.58,-6.49,42.75,572.09,339.01,-30.36,5.97,571.10,339.17,-11.38,46.74,570.73,340.69,-19.30,30.97,570.12,341.67,-28.89,43.71,569.18,343.09,-12.90,31.05,568.76,344.08,-17.30,44.28,568.22,345.52,-29.52,30.43,567.26,346.49,-14.54,44.78,566.79,347.94,-14.67,30.10,566.31,348.90,-15.00,45.00,565.86,350.37,-74.55,15.81,563.45,350.88,-32.89,14.45,562.37,351.34,-28.66,15.72,561.46,351.86,-31.11,12.42,560.45,352.24,-26.91,43.34,559.59,353.64,-57.69,21.28,557.74,354.34,-37.48,12.78,556.51,354.75,-27.61,16.90,555.63,355.29,-31.50,9.73,554.61,355.60,-26.60,47.87
0.00,0.00,572.27,337.58,-6.49,42.75,572.09,339.01,-30.36,5.97,571.10,339.17,-11.38,46.74,570.73,340.69,-19.30,30.97,570.12,341.67,-28.89,43.71,569.18,343.09,-12.90,31.05,568.76,344.08,-17.30,44.28,568.22,345.52,-29.52,30.43,567.26,346.49,-14.54,44.78,566.79,347.94,-14.67,30.10,566.31,348.90,-15.00,45.00,565.86,350.37,-74.55,15.81,563.45,350.88,-32.89,14.45,562.37,351.34,-28.66,15.72,561.46,351.86,-31.11,12.42,560.45,352.24,-26.91,43.34,559.59,353.64,-57.69,21.28,557.74,354.34,-37.48,12.78,556.51,354.75,-27.61,16.90,555.63,355.29,-31.50,9.73,554.61,355.60,-26.60,47.87,553.76,357.12,-45.97,53.70,552.28,358.86,-13.92,42.70,551.81,360.24,-17.80,45.64,551.26,361.71,-11.72,44.87,550.86,363.15,-23.98,44.83,550.12,364.60,-26.04,45.77,549.24,366.07,-10.41,42.23,548.93,367.43,-18.52,55.67,548.31,369.21,-14.81,42.36,547.87,370.62,-36.62,23.77
0.00,0.00,566.31,348.90,-15.00,45.00,565.86,350.37,-74.55,15.81,563.45,350.88,-32.89,14.45,562.37,351.34,-28.66,15.72,561.46,351.86,-31.11,12.42,560.45,352.24,-26.91,43.34,559.59,353.64,-57.69,21.28,557.74,354.34,-37.48,12.78,556.51,354.75,-27.61,16.90,555.63,355.29,-31.50,9.73,554.61,355.60,-26.60,47.87,553.76,357.12,-45.97,53.70,552.28,358.86,-13.92,42.70,551.81,360.24,-17.80,45.64,551.26,361.71,-11.72,44.87,550.86,363.15,-23.98,44.83,550.12,364.60,-26.04,45.77,549.24,366.07,-10.41,42.23,548.93,367.43,-18.52,55.67,548.31,369.21,-14.81,42.36,547.87,370.62,-36.62,23.77,546.66,371.35,-29.38,31.73,545.76,372.42,-71.72,-16.31,543.41,371.87,-23.88,23.60,542.65,372.62,-31.71,26.90,541.63,373.50,-28.99,16.26,540.69,374.01,-32.02,29.88,539.67,374.98,-44.68,13.54,538.22,375.42,-29.27,16.15,537.28,375.93,-30.14,29.84,536.31,376.90,-30.00,15.00
0.00,0.00,554.61,355.60,-26.60,47.87,553.76,357.12,-45.97,53.70,552.28,358.86,-13.92,42.70,551.81,360.24,-17.80,45.64,551.26,361.71,-11.72,44.87,550.86,363.15,-23.98,44.83,550.12,364.60,-26.04,45.77,549.24,366.07,-10.41,42.23,548.93,367.43,-18.52,55.67,548.31,369.21,-14.81,42.36,547.87,370.62,-36.62,23.77,546.66,371.35,-29.38,31.73,545.76,372.42,-71.72,-16.31,543.41,371.87,-23.88,23.60,542.65,372.62,-31.71,26.90,541.63,373.50,-28.99,16.26,540.69,374.01,-32.02,29.88,539.67,374.98,-44.68,13.54,538.22,375.42,-29.27,16.15,537.28,375.93,-30.14,29.84,536.31,376.90,-30.00,15.00,535.34,377.38,-29.55,29.68,534.40,378.34,-45.33,29.38,532.93,379.27,-18.03,45.40,532.33,380.74,-11.62,28.15,531.97,381.64,-43.44,72.06,530.57,383.96,-21.99,38.62,529.85,385.22,-9.53,37.55,529.56,386.41,-41.70,58.88,528.22,388.31,-24.34,52.91,527.42,390.03,-14.25,26.22
0.00,0.00,547.87,370.62,-36.62,23.77,546.66,371.35,-29.38,31.73,545.76,372.42,-71.72,-16.31,543.41,371.87,-23.88,23.60,542.65,372.62,-31.71,26.90,541.63,373.50,-28.99,16.26,540.69,374.01,-32.02,29.88,539.67,374.98,-44.68,13.54,538.22,375.42,-29.27,16.15,537.28,375.93,-30.14,29.84,536.31,376.90,-30.00,15.00,535.34,377.38,-29.55,29.68,534.40,378.34,-45.33,29.38,532.93,379.27,-18.03,45.40,532.33,380.74,-11.62,28.15,531.97,381.64,-43.44,72.06,530.57,383.96,-21.99,38.62,529.85,385.22,-9.53,37.55,529.56,386.41,-41.70,58.88,528.22,388.31,-24.34,52.91,527.42,390.03,-14.25,26.22,526.96,390.87,-8.46,67.63,526.69,393.03,-55.05,29.55,524.95,394.03,-63.17,9.28,522.89,394.30,-40.55,35.43,521.59,395.45,-46.24,27.54,520.10,396.33,-44.66,34.05,518.66,397.43,-45.08,14.53,517.21,397.92,-45.04,8.23,515.75,398.16,-44.77,34.25,514.31,399.27,-45.80,28.38
0.00,0.00,536.31,376.90,-30.00,15.00,535.34,377.38,-29.55,29.68,534.40,378.34,-45.33,29.38,532.93,379.27,-18.03,45.40,532.33,380.74,-11.62,28.15,531.97,381.64,-43.44,72.06,530.57,383.96,-21.99,38.62,529.85,385.22,-9.53,37.55,529.56,386.41,-41.70,58.88,528.22,388.31,-24.34,52.91,527.42,390.03,-14.25,26.22,526.96,390.87,-8.46,67.63,526.69,393.03,-55.05,29.55,524.95,394.03,-63.17,9.28,522.89,394.30,-40.55,35.43,521.59,395.45,-46.24,27.54,520.10,396.33,-44.66,34.05,518.66,397.43,-45.08,14.53,517.21,397.92,-45.04,8.23,515.75,398.16,-44.77,34.25,514.31,399.27,-45.80,28.38,512.84,400.18,-42.32,32.09,511.47,401.21,-54.43,23.68,509.74,401.99,-69.39,23.06,507.47,402.70,-23.84,62.47,506.70,404.73,-36.02,40.60,505.57,406.04,-58.94,30.22,503.65,407.01,-27.30,48.15,502.76,408.55,-32.17,57.64,501.75,410.44,-59.86,15.19,499.81,410.90,-30.00,60.00
0.00,0.00,527.42,390.03,-14.25,26.22,526.96,390.87,-8.46,67.63,526.69,393.03,-55.05,29.55,524.95,394.03,-63.17,9.28,522.89,394.30,-40.55,35.43,521.59,395.45,-46.24,27.54,520.10,396.33,-44.66,34.05,518.66,397.43,-45.08,14.53,517.21,397.92,-45.04,8.23,515.75,398.16,-44.77,34.25,514.31,399.27,-45.80,28.38,512.84,400.18,-42.32,32.09,511.47,401.21,-54.43,23.68,509.74,401.99,-69.39,23.06,507.47,402.70,-23.84,62.47,506.70,404.73,-36.02,40.60,505.57,406.04,-58.94,30.22,503.65,407.01,-27.30,48.15,502.76,408.55,-32.17,57.64,501.75,410.44,-59.86,15.19,499.81,410.90,-30.00,60.00,498.84,412.84,-30.01,45.12,497.86,414.29,-28.50,60.75,496.97,416.26,-60.38,17.98,495.01,416.85,-19.20,27.07,494.38,417.71,-27.23,31.09,493.51,418.71,-19.17,29.24,492.88,419.65,-11.95,31.87,492.50,420.69,-28.83,17.06,491.58,421.24,-18.04,24.64,490.99,422.02,-25.26,32.72
0.00,0.00,514.31,399.27,-45.80,28.38,512.84,400.18,-42.32,32.09,511.47,401.21,-54.43,23.68,509.74,401.99,-69.39,23.06,507.47,402.70,-23.84,62.47,506.70,404.73,-36.02,40.60,505.57,406.04,-58.94,30.22,503.65,407.01,-27.30,48.15,502.76,408.55,-32.17,57.64,501.75,410.44,-59.86,15.19,499.81,410.90,-30.00,60.00,498.84,412.84,-30.01,45.12,497.86,414.29,-28.50,60.75,496.97,416.26,-60.38,17.98,495.01,416.85,-19.20,27.07,494.38,417.71,-27.23,31.09,493.51,418.71,-19.17,29.24,492.88,419.65,-11.95,31.87,492.50,420.69,-28.83,17.06,491.58,421.24,-18.04,24.64,490.99,422.02,-25.26,32.72,490.18,423.08,-23.26,24.51,489.42,423.87,-7.60,55.57,489.18,425.65,-44.58,26.24,487.77,426.53,-48.52,2.08,486.18,426.58,-23.94,16.46,485.42,427.11,-39.38,22.30,484.16,427.82,-40.43,25.97,482.84,428.67,-26.38,11.32,481.99,429.03,-37.01,21.71,480.81,429.72,-41.40,27.55
0.00,0.00,499.81,410.90,-30.00,60.00,498.84,412.84,-30.01,45.12,497.86,414.29,-28.50,60.75,496.97,416.26,-60.38,17.98,495.01,416.85,-19.20,27.07,494.38,417.71,-27.23,31.09,493.51,418.71,-19.17,29.24,492.88,419.65,-11.95,31.87,492.50,420.69,-28.83,17.06,491.58,421.24,-18.04,24.64,490.99,422.02,-25.26,32.72,490.18,423.08,-23.26,24.51,489.42,423.87,-7.60,55.57,489.18,425.65,-44.58,26.24,487.77,426.53,-48.52,2.08,486.18,426.58,-23.94,16.46,485.42,427.11,-39.38,22.30,484.16,427.82,-40.43,25.97,482.84,428.67,-26.38,11.32,481.99,429.03,-37.01,21.71,480.81,429.72,-41.40,27.55,479.47,430.62,-29.62,10.72,478.52,430.97,-25.07,23.80,477.69,431.71,-20.10,43.29,477.07,433.12,-45.71,32.77,475.59,434.16,-27.49,63.43,474.70,436.20,-32.33,57.46,473.67,438.06,-44.70,45.35,472.22,439.52,-29.06,60.93,471.28,441.48,-30.54,59.46,470.31,443.40,-45.00,45.00
